SolverName,InstanceName,TerminationStatus,PrimalStatus,ObjBound,ObjValue,SolveTime,SolveTimeRaw,CompletedSolveTime,Error,RelativeGap,AbsoluteGap,SolvedInTime
BARON,Expr_06_softsign_6_3_5,OPTIMAL,FEASIBLE_POINT,-67.9621067772,-67.96210677717376,0.13,0.40200018882751465,0.13,false,3.862071072198391e-13,2.62474486589781e-11,true
BARON,Expr_07_sigmoid_2_2_5,LOCALLY_SOLVED,FEASIBLE_POINT,2.54012887012,2.54038288300781,0.22,0.4549999237060547,200.0,false,0.0001000000003141206,0.00025401288780990683,true
BARON,Expr_07_sigmoid_3_2_4,LOCALLY_SOLVED,FEASIBLE_POINT,1.95947457698,1.9596705244341153,0.32,0.5540001392364502,200.0,false,9.999999817161728e-5,0.00019594745411533054,true
BARON,Expr_07_sigmoid_6_3_2,LOCALLY_SOLVED,FEASIBLE_POINT,1.31027036525,1.3104013922849618,1.2,1.443000078201294,200.0,false,9.999999880689201e-5,0.00013102703496170598,true
BARON,Expr_07_silu_2_2_5,LOCALLY_SOLVED,FEASIBLE_POINT,0.290704950361,0.2908049503613896,3.05,3.2960000038146973,200.0,false,0.00034399139149637924,0.00010000000038956625,true
BARON,Expr_07_silu_3_2_4,LOCALLY_SOLVED,FEASIBLE_POINT,-0.33617541607,-0.3360754160699697,6.52,6.768999814987183,200.0,false,0.0002975522613337431,0.00010000000003029808,true
BARON,Expr_07_silu_6_3_2,TIME_LIMIT,UNKNOWN_RESULT_STATUS,0.721327437806,0.8939687215872937,104.34,104.58599996566772,200.0,false,0.23933830148815907,0.17264128378129373,false
BARON,Expr_07_softplus_2_2_5,LOCALLY_SOLVED,FEASIBLE_POINT,4.22015319963,4.220575214949776,0.3,0.5380001068115234,200.0,false,9.999999995569753e-5,0.0004220153197760368,true
BARON,Expr_07_softplus_3_2_4,LOCALLY_SOLVED,FEASIBLE_POINT,2.77278691215,2.773064190842929,0.2,0.42599987983703613,200.0,false,0.00010000000061824492,0.00027727869292926144,true
BARON,Expr_07_softplus_6_3_2,LOCALLY_SOLVED,FEASIBLE_POINT,2.45384285078,2.454088235062829,0.19,0.42599987983703613,200.0,false,9.99999990833643e-5,0.00024538428282872005,true
